time,hr_bpm,hr_conf,rr_ms,rr_conf,spo2_pct,spo2_valid,skin_contact
05:03:29.951,67,100,899,100,0,0,3
05:03:29.951,67,100,0,0,0,0,3
05:03:29.951,67,100,0,0,0,0,3
05:03:30.002,67,100,0,0,0,0,3
05:03:30.002,67,100,0,0,0,0,3
05:03:30.146,67,100,0,0,0,0,3
05:03:30.146,67,100,0,0,0,0,3
05:03:30.146,67,100,0,0,0,0,3
05:03:30.244,67,100,0,0,0,0,3
05:03:30.244,67,100,0,0,0,0,3
05:03:30.244,67,100,0,0,0,0,3
05:03:30.390,67,100,0,0,0,0,3
05:03:30.390,67,100,0,0,0,0,3
05:03:30.390,67,100,0,0,0,0,3
05:03:30.488,67,100,0,0,0,0,3
05:03:30.488,67,100,0,0,0,0,3
05:03:30.488,67,100,0,0,0,0,3
05:03:30.634,67,100,0,0,0,0,3
05:03:30.634,67,100,0,0,0,0,3
05:03:30.634,67,100,0,0,0,0,3
05:03:30.731,67,100,0,0,0,0,3
05:03:30.731,67,100,0,0,0,0,3
05:03:30.731,67,100,891,100,0,0,3
05:03:30.829,67,100,0,0,0,0,3
05:03:30.829,67,100,0,0,0,0,3
05:03:30.829,67,100,0,0,0,0,3
05:03:30.975,67,100,0,0,0,0,3
05:03:30.975,67,100,0,0,0,0,3
05:03:30.975,67,100,0,0,0,0,3
05:03:31.072,67,100,0,0,0,0,3
05:03:31.072,67,100,0,0,0,0,3
05:03:31.072,67,100,0,0,0,0,3
05:03:31.219,67,100,0,0,0,0,3
05:03:31.219,67,100,0,0,0,0,3
05:03:31.219,67,100,0,0,0,0,3
05:03:31.316,67,100,0,0,0,0,3
05:03:31.316,67,100,0,0,0,0,3
05:03:31.316,67,100,0,0,0,0,3
05:03:31.414,67,100,0,0,0,0,3
05:03:31.414,67,100,0,0,0,0,3
05:03:31.512,67,100,0,0,0,0,3
05:03:31.512,67,100,0,0,0,0,3
05:03:31.512,67,100,0,0,0,0,3
05:03:31.706,67,100,0,0,0,0,3
05:03:31.706,67,100,879,100,0,0,3
05:03:31.706,67,100,0,0,0,0,3
05:03:31.757,67,100,0,0,0,0,3
05:03:31.757,67,100,0,0,0,0,3
05:03:31.757,67,100,0,0,0,0,3
05:03:31.901,67,100,0,0,0,0,3
05:03:31.901,67,100,0,0,0,0,3
05:03:31.901,67,100,0,0,0,0,3
05:03:31.999,67,100,0,0,0,0,3
05:03:31.999,67,100,0,0,0,0,3
05:03:31.999,67,100,0,0,0,0,3
05:03:32.146,67,100,0,0,0,0,3
05:03:32.146,67,100,0,0,0,0,3
05:03:32.146,67,100,0,0,0,0,3
05:03:32.243,67,100,0,0,0,0,3
05:03:32.243,67,100,0,0,0,0,3
05:03:32.243,67,100,0,0,0,0,3
05:03:32.389,67,100,0,0,0,0,3
05:03:32.389,67,100,0,0,0,0,3
05:03:32.389,67,100,0,0,0,0,3
05:03:32.487,67,100,0,0,0,0,3
05:03:32.487,67,100,0,0,0,0,3
05:03:32.487,67,100,0,0,0,0,3
05:03:32.632,67,100,875,100,0,0,3
05:03:32.632,67,100,0,0,0,0,3
05:03:32.632,67,100,0,0,0,0,3
05:03:32.731,67,100,0,0,0,0,3
05:03:32.731,67,100,0,0,0,0,3
05:03:32.731,67,100,0,0,0,0,3
05:03:32.828,67,100,0,0,0,0,3
05:03:32.828,67,100,0,0,0,0,3
05:03:32.925,67,100,0,0,0,0,3
05:03:32.925,67,100,0,0,0,0,3
05:03:32.925,67,100,0,0,0,0,3
05:03:33.071,67,100,0,0,0,0,3
05:03:33.071,67,100,0,0,0,0,3
05:03:33.071,67,100,0,0,0,0,3
05:03:33.169,67,100,0,0,0,0,3
05:03:33.169,67,100,0,0,0,0,3
05:03:33.169,67,100,0,0,0,0,3
05:03:33.266,67,100,0,0,0,0,3
05:03:33.266,67,100,0,0,0,0,3
05:03:33.266,67,100,0,0,0,0,3
05:03:33.412,67,100,0,0,0,0,3
05:03:33.412,67,100,0,0,0,0,3
05:03:33.412,67,100,886,100,0,0,3
05:03:33.510,67,100,0,0,0,0,3
05:03:33.510,67,100,0,0,0,0,3
05:03:33.510,67,100,0,0,0,0,3
05:03:33.656,67,100,0,0,0,0,3
05:03:33.656,67,100,0,0,0,0,3
05:03:33.656,67,100,0,0,0,0,3
05:03:33.754,67,100,0,0,0,0,3
05:03:33.754,67,100,0,0,0,0,3
05:03:33.754,67,100,0,0,0,0,3
05:03:33.900,67,100,0,0,0,0,3
05:03:33.900,67,100,0,0,0,0,3
05:03:33.900,67,100,0,0,0,0,3
05:03:33.998,67,100,0,0,0,0,3
05:03:33.998,67,100,0,0,0,0,3
05:03:33.998,67,100,0,0,0,0,3
05:03:34.144,67,100,0,0,0,0,3
05:03:34.144,67,100,0,0,0,0,3
05:03:34.144,67,100,0,0,0,0,3
05:03:34.194,67,100,0,0,0,0,3
05:03:34.194,67,100,0,0,0,0,3
05:03:34.339,67,100,0,0,0,0,3
05:03:34.339,67,100,0,0,0,0,3
05:03:34.339,67,100,910,100,0,0,3
05:03:34.437,67,100,0,0,0,0,3
05:03:34.437,67,100,0,0,0,0,3
05:03:34.437,67,100,0,0,0,0,3
05:03:34.583,67,100,0,0,0,0,3
05:03:34.583,67,100,0,0,0,0,3
05:03:34.583,67,100,0,0,0,0,3
05:03:34.680,67,100,0,0,0,0,3
05:03:34.680,67,100,0,0,0,0,3
05:03:34.680,68,100,0,0,0,0,3
05:03:34.826,68,100,0,0,0,0,3
05:03:34.826,68,100,0,0,0,0,3
05:03:34.826,68,100,0,0,0,0,3
05:03:34.924,68,100,0,0,0,0,3
05:03:34.924,68,100,0,0,0,0,3
05:03:34.924,68,100,0,0,0,0,3
05:03:35.070,68,100,0,0,0,0,3
05:03:35.070,68,100,0,0,0,0,3
05:03:35.070,68,100,0,0,0,0,3
05:03:35.168,67,100,0,0,0,0,3
05:03:35.168,67,100,0,0,0,0,3
05:03:35.168,67,100,0,0,0,0,3
05:03:35.314,67,100,906,100,0,0,3
05:03:35.314,67,100,0,0,0,0,3
05:03:35.314,67,100,0,0,0,0,3
05:03:35.412,67,100,0,0,0,0,3
05:03:35.412,67,100,0,0,0,0,3
05:03:35.412,67,100,0,0,0,0,3
